,chroma_mean,chroma_var,rms_mean,rms_var,cent_mean,cent_var,spec_bw_mean,spec_bw_var,rolloff_mean,rolloff_var,zero_mean,zero_var,tempo,mfcc_mean,mfcc_var,genres
13,0.26491034,0.09119747,0.113129914,0.00419274,1324.5278253934111,171556.8842737505,1827.8501317079445,78336.96974358366,2711.4849187935038,1076354.55766458,0.0514017032820959,0.0012553878208669,107.666015625,-1.4734327,3381.3792,blues
14,0.32889304,0.10805751,0.066998236,0.0027116744,1171.9674317528452,147268.4565220017,1705.3701298880749,96499.73883631302,2344.9874700913574,877107.628571067,0.0450366758507347,0.0015599708317251,151.99908088235293,-3.6061342,6072.44,blues
15,0.26973152,0.09497305,0.0806058,0.0028306316,1420.4385715704166,199934.3830514022,1731.176852821169,81312.15275854491,2930.239280470563,699900.4201592532,0.063701254954563,0.0019409896600481,99.38401442307692,-3.679604,4093.3176,blues
16,0.30818358,0.10034819,0.081422575,0.0026397062,1455.0726343996485,152296.7900649236,1826.0433386098864,116760.5826193034,3010.010388721723,1010269.4971195218,0.0613440611707269,0.0014187982635001,103.359375,-2.4240804,4024.95,blues
17,0.30222705,0.0934117,0.09327623,0.0021507663,1089.0053437267554,231672.8914804512,1411.0016369489492,69763.92695661333,2135.41761075261,1081577.235108431,0.0483262489124129,0.0008451654661521,161.4990234375,-1.5313423,4664.0015,blues
18,0.27006894,0.09770417,0.07967066,0.0029557562,1537.49138675598,193154.172717762,2053.9654116157853,145508.38953144496,3495.331815998405,1828303.2046714216,0.0561417699874323,0.0017222051542408,83.35433467741936,-2.1529238,4187.5195,blues
19,0.2574455,0.096038796,0.09761591,0.0025772466,1195.4981307417586,249540.7828286062,1481.0226382418614,46878.31181002753,2235.6144526718385,1207900.6401911664,0.0588860390081206,0.001798326376787,123.046875,-3.2163334,4363.2207,blues
20,0.3026832,0.09436195,0.07542555,0.002492628,1390.3828144597217,103083.25105909246,1911.2183779596785,88690.5686716061,3006.1467358794957,945931.9719751858,0.0525863423240525,0.0006162290796232,135.99917763157896,-2.756468,3857.4624,blues
21,0.32131013,0.10331619,0.1010843,0.0032309708,1046.7751265628158,291445.5028508076,1481.055846630085,70296.72479551569,1831.2215641313803,1348269.1287348608,0.0479074523878576,0.0023313094290948,99.38401442307692,-0.91501635,5189.117,blues
22,0.3066106,0.09801272,0.113379315,0.00368752,1155.8692569677266,314152.7441398855,1497.9367164922812,59092.06998969572,2169.63258818518,1331329.4290102238,0.0585699590342227,0.0028679686061733,99.38401442307692,-0.30526534,4373.603,blues
23,0.28080696,0.091172345,0.1019351,0.003558167,1210.1413909563544,131835.5422071378,1497.6767028462984,51645.13855462,2521.982739087877,610051.874210673,0.0524670098607888,0.0010877847348502,95.703125,-2.4107122,4144.27,blues
24,0.26306966,0.09996888,0.08692267,0.0025121507,1120.1665690448087,176332.3092267213,1448.1227682080862,53858.88080667698,2324.212009226363,1139225.1880237283,0.0472760477088167,0.0010789939313289,103.359375,-3.2800436,5358.5625,blues
25,0.29094827,0.09106455,0.0891659,0.0031143294,1109.3207632048684,138690.1460968939,1463.110786018259,37662.21020221467,2243.316777842228,838253.6529387314,0.0516973909996133,0.0013392659740276,92.28515625,-1.0807797,4600.0386,blues
26,0.27857408,0.09503724,0.07705383,0.005932036,1198.8570181145512,161946.55516835663,1573.3099536449588,84086.36735803384,2478.8330644576567,992995.9729777104,0.0519726864607501,0.0014868694603387,83.35433467741936,-2.9792914,5325.29,blues
27,0.28868246,0.094142154,0.09575479,0.0021936449,1392.0263573819868,200436.55195545623,1494.877563994314,43463.63178609582,2811.740048578886,541255.423663085,0.0724144129447022,0.0025456868009467,95.703125,-3.6129284,4049.6646,blues
28,0.27611074,0.09884967,0.099547915,0.0041034897,1115.589479556315,105511.5507801603,1398.7226588043538,52841.20609156983,2290.6881593496228,637990.4068159218,0.0480199874323279,0.0008165978609675,103.359375,-4.0286903,4679.138,blues
29,0.28052023,0.10566303,0.124684155,0.004813125,1648.8848320568998,712191.5513865657,2190.046420814181,185210.71185276765,3760.300128697796,4159729.928493348,0.0528948696104021,0.0032474412544681,129.19921875,-8.620727,3714.6406,blues
30,0.26335758,0.09444161,0.17000204,0.003192832,1379.023680302829,550970.5458083973,2003.731133433046,269583.57273899525,3015.6143507105567,4573708.286561982,0.0393661180394431,0.0009455695718301,143.5546875,-8.800726,3264.2302,blues
31,0.2537176,0.09932377,0.15147567,0.0031959515,1330.6062681196108,352248.0681878081,1973.262361288041,234481.19127184057,2898.630603338892,3709897.5074145617,0.0429472248404872,0.0010961764349717,151.99908088235293,-9.66063,3505.035,blues
32,0.2761858,0.097387545,0.10122466,0.003938625,1309.7746511778676,756135.7535281255,1883.258149991096,284221.8171462375,2765.2346582257837,4686832.922203278,0.0393883984677107,0.003158095633297,123.046875,-11.999893,5220.2866,blues
33,0.26077786,0.09484193,0.13316597,0.0022518064,1430.6028401168037,700821.2373557508,2075.718550228657,275165.24579554406,3246.1678418648494,5567256.17164315,0.0419736834155065,0.0014391371643419,151.99908088235293,-10.440571,3981.046,blues
34,0.26217148,0.09905109,0.13590334,0.003225207,1537.076162207255,341041.8687667194,2157.297066703824,160985.27807718908,3602.40662612384,3714496.069609012,0.0457024452581206,0.0006911724510794,129.19921875,-8.5409155,3402.8381,blues
35,0.28827715,0.09654413,0.1732646,0.0033394534,1507.1579852132668,413919.5156856251,2096.930874321468,246926.3937972454,3405.5518484447507,4181763.713716291,0.0454199747438128,0.0005739812926893,129.19921875,-7.4998403,2595.412,blues
36,0.23332669,0.094940506,0.19766894,0.0047199335,1247.5800476882744,263742.90501591907,1907.821245304643,194376.86169536723,2621.496780289298,3024858.104095273,0.0369073406080819,0.0003485372862991,151.99908088235293,-9.798502,3115.169,blues
37,0.24866746,0.09798514,0.06915838,0.0022311024,1188.4732077014146,369609.13643338927,1683.097400498919,200320.1316079152,2339.8331573557134,2993475.504975121,0.0481638661301237,0.0012720153120795,123.046875,-11.786941,6502.1567,blues
38,0.26584658,0.09705006,0.16801718,0.0039275982,1514.1569584732365,551885.8806783353,2140.992473713748,222436.56782445047,3451.7991068191704,4234008.140881984,0.0443731722496133,0.0020144301429024,129.19921875,-8.526854,2972.895,blues
39,0.2553486,0.097140804,0.08582264,0.002629058,1151.310495419208,514648.4757531796,1709.532096870437,330245.4175670161,2312.1797282845127,3920015.412407194,0.0353208985885537,0.0009460119121801,117.45383522727272,-13.398082,5565.965,blues
40,0.39795133,0.080495425,0.13481365,0.0007786061,2272.469639536216,202331.76050968093,2356.7258988358053,50235.65550967891,5108.157072487674,581335.9337940421,0.0976430327967904,0.0013824106742667,117.45383522727272,2.0445318,1611.6643,blues
41,0.38697547,0.085450016,0.12910546,0.0008729451,2390.4218131952507,306586.90917778114,2463.3092400725595,80090.45549005378,5403.593285509716,953517.3210271882,0.1022607459638437,0.0015957985963732,129.19921875,2.4505095,1483.1656,blues
42,0.37769634,0.0924858,0.110940404,0.0005275183,2301.576917251487,205130.55258611435,2367.502276682992,47294.5271061826,5187.511838837732,563364.4814082641,0.097823919663573,0.0018260240252338,89.10290948275862,1.7600856,2252.7617,blues
43,0.39893433,0.0851663,0.12730543,0.0013169601,2155.845202511205,188104.8554259244,2371.9955859117244,60317.49350659318,5011.532444079901,938368.7105344004,0.0871746302204176,0.0012249031617383,129.19921875,1.9780017,1610.7614,blues
44,0.3901175,0.086306624,0.13620916,0.0004673378,2279.0311186738,170912.6547946448,2375.2320904719813,52988.85763460086,5198.686455463312,569824.0025389729,0.0925253317140371,0.0009024755703477,135.99917763157896,3.5161047,1507.3859,blues
45,0.4296856,0.090013646,0.14828186,0.000708944,1739.1187836453275,144891.45658416924,2290.362915581739,65376.61349368672,4551.058301460992,819696.7521784143,0.0480483100106341,0.000266187441567,129.19921875,1.1208545,2324.255,blues
46,0.38802338,0.095142886,0.10254586,0.0009460606,1913.0130744881128,331727.671913294,2361.6655249301634,92614.0641963052,4777.714832420968,1289231.061203629,0.0584578016241299,0.0009074450402103,123.046875,0.3661469,2671.6174,blues
47,0.33642253,0.08611636,0.11219959,0.00052807614,2013.0124614921497,162651.93968287532,2310.0926354718417,44028.09559050865,4848.792721777118,581102.7284518713,0.0753237081883217,0.0008400964618032,151.99908088235293,0.13208744,2095.447,blues
48,0.37950882,0.08355866,0.123896696,0.00091980497,2148.12910424686,166461.31628752293,2204.082986875012,80038.17915715858,4672.105545787413,822951.2202938269,0.0987668727039829,0.0013097469386016,123.046875,1.8390104,1608.7544,blues
49,0.2775931,0.09067043,0.08853809,0.00045790555,1318.611850967703,411923.0883052922,1904.751803398943,170176.5856475503,3046.5652076384863,3067408.5660411404,0.0399612698182521,0.0007599410915229,123.046875,-4.050267,4556.238,blues
50,0.40100908,0.089657135,0.18228516,0.0039758557,1945.252522682675,147430.67271883518,2081.763029779175,73538.99437839,4174.460398238109,808384.1460867272,0.0857906002271848,0.0012194024196383,135.99917763157896,4.211351,1440.9515,blues
51,0.39370215,0.085228145,0.19659239,0.0017112998,1977.0957176055504,137168.42529728127,1927.7012074599013,73886.46080685861,3943.357335774362,695655.2182812053,0.1066016531322505,0.0009462056088346,99.38401442307692,4.8483295,1314.3092,blues
52,0.33900782,0.0955117,0.09884554,0.002997097,1443.7501131951292,448696.6295521988,1670.688954989285,189332.10247253007,3070.6131158461426,2084005.3671843417,0.0671879531612529,0.003083718455287,151.99908088235293,-1.0267516,4065.1724,blues
53,0.41244242,0.08583299,0.1682386,0.003675618,2171.395742370527,169933.47097090544,1954.254739982808,84853.07447829463,4237.303044790458,745843.4212609519,0.1328151434406419,0.0023481477002263,103.359375,3.080389,1485.9102,blues
54,0.45287964,0.0794148,0.20083979,0.0035658428,2030.61703868765,220858.36480890316,1987.199740731664,73937.03718784155,4063.222169101653,847619.9736796903,0.1033989359773781,0.0019149243979982,92.28515625,4.918613,1312.8351,blues
55,0.43304598,0.08771367,0.15766303,0.0043066265,2031.993384654355,190930.3571892921,1976.3541224120372,79079.31443635735,4023.536459088602,772116.5945189357,0.1131192448520881,0.0025288062349315,135.99917763157896,3.2719338,1633.1055,blues
56,0.3909998,0.089701205,0.13775411,0.0032615764,1811.548597685105,347373.0930799337,2052.0015654086774,119607.93276195248,3927.985992785673,1515679.3263610902,0.0755030845175947,0.0016982766133671,161.4990234375,1.347442,2205.6328,blues
57,0.42442203,0.085151926,0.17591807,0.003568296,1886.9577813598776,253389.31902540804,1913.2410486745828,123436.92674711034,3828.2471269576567,1247015.7715712755,0.0899396691318638,0.0015348868328816,92.28515625,3.1502247,1699.6984,blues
58,0.35681704,0.08764,0.16190661,0.004790586,2068.3321715923803,283340.98021349794,2033.9588199173693,116351.66958836612,4231.815658533933,1130991.0146468694,0.1043517075116009,0.0019296362476536,107.666015625,1.9121112,1597.0731,blues
59,0.40597057,0.08501088,0.169917,0.0042539155,2235.5723886035357,239292.3857322379,2099.799351413852,50609.8341917203,4389.459355967228,723769.0889032226,0.1422416527697216,0.0042118452755575,107.666015625,3.2831025,1360.4631,blues
60,0.4308489,0.080378175,0.19617338,0.0034484908,1946.448570808695,124910.15135613602,1979.90414241133,55766.82480500457,3955.714363399072,639383.3366215251,0.0974228719547563,0.001397126718871,151.99908088235293,4.8140526,1372.0804,blues
61,0.4519546,0.0757157,0.14166255,0.0006225089,2503.937744726624,162905.37539249548,2180.4392325135555,34058.66091046606,5077.364425482164,397116.35707964376,0.1675337151972157,0.0025504901484989,129.19921875,1.329396,1426.4325,blues
62,0.3119012,0.09269808,0.10622777,0.0008653153,2280.154186434082,422191.9947473056,2119.794149626267,36002.2715469612,4732.98305856656,781039.2693244062,0.1171418062403325,0.0037802214738149,112.34714673913044,-3.7150285,2067.3284,blues
63,0.3303898,0.089893155,0.0962278,0.0017359635,2839.8868647531226,289513.838370844,2443.9897071310743,56248.15217941388,5711.47812137471,476263.8609413221,0.1544105429476024,0.0030691837452442,92.28515625,-4.489451,1622.0355,blues
64,0.3326599,0.08039345,0.11737103,0.00054604106,2553.361072844356,107874.46264550368,2280.187545149397,32825.23540104683,5148.284104915893,276458.18610405194,0.1468329315303557,0.0010590151534918,151.99908088235293,-1.5767982,1230.6155,blues
65,0.29277053,0.08795712,0.10029806,0.0008634326,2816.362773951349,347610.5399287105,2372.057664485805,44802.74595120805,5613.737696671984,617082.3959867021,0.1462819629737045,0.0025536093536037,107.666015625,-4.541468,1493.371,blues
66,0.37472302,0.088798285,0.11043558,0.0007043871,2340.734161210057,347467.9215771136,2256.391761666109,45429.41203439721,4972.721052059164,734172.734303554,0.1217916183294663,0.0039998536827101,161.4990234375,-0.75902015,1643.7236,blues
67,0.33792356,0.086318515,0.12903984,0.0005594503,2258.1151496918774,219211.02965676523,2175.9191964461243,55774.10625934517,4754.616183747825,691346.7773225604,0.1127057352088167,0.0017066661518408,161.4990234375,-0.545806,1428.6367,blues
68,0.28943264,0.08272558,0.103048205,0.0009831687,2513.345357580177,175980.335605443,2345.0210767557146,47220.92504084067,5246.740637688515,473136.703992588,0.1351073841115622,0.0015157114638884,161.4990234375,-1.3353984,1491.758,blues
69,0.29205313,0.08678043,0.11649022,0.00096674514,2371.309053037537,236750.96160197747,2209.900826494475,43101.241525217534,5005.187393507105,485874.7857622289,0.1251287733226991,0.0025021753415951,123.046875,-5.7737036,1710.226,blues
70,0.32279274,0.091965914,0.10609345,0.0011071796,2159.3982770102075,328875.5028441523,2130.1820829529943,68593.75422315783,4684.512534440255,1074307.1897954769,0.0983476985450502,0.0017452852439065,143.5546875,-3.3920367,1931.0123,blues
71,0.30516553,0.08006667,0.12049756,0.0003269429,2429.004094153088,97744.0466487419,2286.7671320519435,25016.954770191904,5065.090666237674,232002.8801022843,0.1346413832898298,0.0014292187567062,143.5546875,-0.296904,1265.815,blues
72,0.30708113,0.08071964,0.10386268,0.0004471643,2594.754688324256,292991.83824459027,2518.903764680587,59914.58062591501,5659.768457257831,548496.5761523782,0.1291906086861949,0.0028008748055902,103.359375,-4.5759935,1525.8832,blues
73,0.34204182,0.08416538,0.2596437,0.0054843687,2094.77779293329,108543.82158877894,2158.36187525996,42064.50062844102,4482.603366081787,495610.0580419375,0.1005402437403325,0.0009939911519883,99.38401442307692,5.583865,965.53735,blues
74,0.36715597,0.08537016,0.19693075,0.0042794826,2515.4635686466004,272557.1257522692,2531.223688191269,66555.54055652235,5770.831822795823,998132.5238669816,0.1208902050705723,0.0016698406379629,112.34714673913044,4.0386186,999.4979,blues
75,0.4663816,0.08150153,0.19198641,0.008015129,2224.0145847370186,463879.6973497454,2254.7335542022447,99048.37638944147,4700.258585139936,1867237.968245861,0.1085094620069605,0.0032158010706293,117.45383522727272,4.42106,1555.9178,blues
76,0.3655845,0.08791537,0.2188772,0.004651627,2645.724694727559,186295.2141327209,2426.1337925289085,50757.901088235005,5612.422056264501,579829.2280861732,0.1364717771171693,0.0026628060585194,117.45383522727272,5.019877,892.90967,blues
77,0.4089921,0.08345765,0.24307846,0.0050955983,2207.139189553156,184234.5501544485,2191.577407154986,75492.03448948209,4658.224706804669,1090808.9604955807,0.1115339357356921,0.0011451971378402,99.38401442307692,4.6034427,1035.6102,blues
78,0.41422728,0.08296076,0.25799304,0.0027301535,2333.552481847397,89801.8083291076,2227.361074070098,30628.551894918877,4942.777742531903,481450.4857635812,0.1238195149361948,0.0005588661449706,123.046875,4.8523493,907.974,blues
79,0.4215437,0.0787221,0.27078366,0.0018968092,2442.9412574440207,130595.75133380404,2358.665888478252,31737.91169591267,5267.915786778567,414655.6834674431,0.1246824094885924,0.0011888826330901,161.4990234375,5.43404,834.9251,blues
80,0.36832434,0.0879262,0.24235758,0.0075179394,1827.2572925351533,155339.3884218532,1898.4619174432976,55152.18992528896,3743.613145301624,769354.0286920278,0.0940392679331013,0.0012039334675779,117.45383522727272,2.6161902,1309.5586,blues
81,0.38016844,0.08072243,0.24811445,0.0054104947,2116.897367131139,94982.71239986284,1956.3558938517344,44953.72577704637,4195.785430412558,437131.6591197036,0.127271093145785,0.0007276014478912,103.359375,2.3883712,1262.4946,blues
82,0.33906108,0.08660953,0.25124043,0.0037354217,2141.54077387295,127267.16970943108,2168.085354379605,74571.71252615607,4628.506221904002,970609.0559705852,0.1051251027165506,0.0006445664820023,123.046875,3.1907651,1052.8378,blues
83,0.4273048,0.08010009,0.25113833,0.0034723517,2315.0211651605982,143885.85024803306,2261.8373066436952,30975.951743032376,5036.6212070403135,444573.19955813454,0.117950321442382,0.0013099248223414,135.99917763157896,6.689298,882.67426,blues
84,0.39618102,0.085216954,0.23508118,0.0071016764,2060.841879871985,229431.43772040264,2084.916613234521,81916.4414355317,4220.299641549449,1228898.144403692,0.113367350638051,0.001550607282218,112.34714673913044,4.794026,1211.1997,blues
85,0.31530708,0.091961056,0.15012378,0.0035826885,1311.9502873255817,407370.256955658,1673.9597096314346,185527.7700635172,2636.376839834687,2069584.0353783085,0.0593916914394818,0.0016706205518992,143.5546875,0.68884724,3090.8828,blues
86,0.36592886,0.096423194,0.124884635,0.0036679134,1245.686418627217,713242.35226096,1634.50543646138,335262.0417870161,2518.152393597738,3531630.396247657,0.0488186841405645,0.0027271221550006,123.046875,-0.6683422,3924.7183,blues
87,0.33690158,0.09472052,0.1579406,0.0027224466,1441.6808066244814,387155.8031069691,1870.0213726259185,146843.0027781447,3082.603762597883,2195438.73072594,0.0508692388099381,0.001155074587397,172.265625,0.5549686,2503.6477,blues
88,0.37785354,0.09277465,0.14199714,0.0034759932,1006.8718292163004,136249.2501506467,1530.6891911741632,150791.62892660493,2075.0064009026974,1014630.8776776,0.032053605955143,0.0001747923069797,172.265625,0.07658749,3442.8933,blues
89,0.34863165,0.10260624,0.05275917,0.0017754495,798.6570145054351,198504.4116541146,1284.9100010163097,130692.77420458553,1456.1058380764212,1070696.091883005,0.0256481716453982,0.0004045652172918,107.666015625,-6.2525415,7494.135,blues
90,0.3778489,0.09528022,0.13184513,0.0021371827,1612.6456366689215,781495.8506643961,1971.699594229281,244991.49190373663,3468.7358953560038,3612084.240749024,0.0581968562693348,0.0026864044271476,143.5546875,1.4125034,2921.493,blues
91,0.42225853,0.092752494,0.09936382,0.0012849164,991.486588883694,415969.79045811534,1396.6530973126444,262398.1428046944,1943.7254726471867,2277540.049016325,0.0360523763776102,0.0006523652146482,123.046875,-0.9632462,4728.577,blues
92,0.39096886,0.10045535,0.063039556,0.0015321699,918.6809998407424,522913.1732964748,1437.0351043533017,192328.6647919092,1602.5332846940255,2287747.1941500152,0.0323115302349187,0.001600297558864,83.35433467741936,-4.0915895,7108.8184,blues
93,0.37769488,0.09638859,0.06586,0.0018039934,570.3499043432637,104947.12163877823,995.5058536117048,84704.57757973934,929.3001037739268,499972.2079548395,0.0216969831544856,0.0001174686048525,143.5546875,-3.5381129,7932.528,blues
94,0.37668237,0.095908746,0.14094436,0.005366088,1239.633448229211,526848.4815037228,1660.2697043361322,232947.48101554808,2519.268189892691,2825020.85617298,0.0508790573037509,0.0025054435110195,103.359375,0.05194086,3595.2588,blues
95,0.3699634,0.09128445,0.18699834,0.0021595547,1388.6328937868568,509403.0899953793,1773.0364548690918,164751.99159900835,2754.94268643054,2160448.419658843,0.057147032700116,0.0013287202421487,135.99917763157896,2.2637851,2272.833,blues
96,0.26060256,0.09183336,0.051363207,0.00085569324,1132.1718112289975,319090.3055942562,1582.7004629638734,151283.17633327673,2065.0724831424013,1737932.3010493645,0.0482930170872003,0.0012659801791965,123.046875,-9.553157,6411.549,blues
97,0.37517476,0.09390215,0.19822708,0.0029519317,1236.310511932634,422770.2039677165,1601.9787178196616,295623.8505250827,2603.544117513776,2486964.890533661,0.04461485825116,0.0007625013031603,117.45383522727272,1.5986166,2731.0378,blues
98,0.44319093,0.07833075,0.12535533,0.0017047083,2310.352907875942,191361.33608177456,2206.409153528007,62263.81242651615,4829.091423016967,618378.344650693,0.1284323188563418,0.0024321440446712,123.046875,1.8338166,1458.6255,blues
99,0.37023032,0.085139655,0.1049854,0.00534799,1538.5123663009883,225245.89151683456,1703.4818100042933,104359.01645281666,3174.357190762761,1037706.893930324,0.0747685856535189,0.0016717546503694,92.28515625,-3.3897848,3326.7043,blues
100,0.25236058,0.08414863,0.036233008,0.00022101671,1505.3574607063904,44430.73283264563,1559.2288947162588,43765.37312635112,2717.238763866734,299014.0000693897,0.0982227015661253,0.0004313937769114,95.703125,-6.9060783,4817.926,classical
101,0.21497734,0.08501056,0.030609844,0.00016107279,1361.0064861367407,61987.1004196862,1441.7399506110853,32687.847988621583,2389.011462713892,371106.56054759945,0.087765628021075,0.000629679189766,117.45383522727272,-9.946951,6326.637,classical
102,0.2778935,0.08373995,0.043827713,0.00019175388,1490.2748103209542,39023.89689858453,1600.005082064784,31236.96226678348,2785.4189135912125,274912.48029139213,0.090045784391918,0.0003952271303937,99.38401442307692,-5.384613,4049.65,classical
103,0.23422067,0.08345105,0.029426444,0.00035649646,1526.6289317694689,91366.00486718595,1499.4620500781216,60193.72216297195,2916.150270537268,499622.14887508936,0.1089463849816318,0.0011608430409859,135.99917763157896,-8.243529,6541.8228,classical
104,0.22151817,0.08498734,0.042297725,0.00020935219,1705.7912693068988,68121.41827737253,1646.3239738286652,25907.277848014983,3175.8060605785963,332584.2873664111,0.1128571665941608,0.000835000067074,107.666015625,-9.780669,4307.179,classical
105,0.2685064,0.08252864,0.043239165,0.0005844072,1431.0801473589145,74061.06140355942,1558.0173771222123,39273.041325977065,2836.06274244127,305059.2072639608,0.0752100402407192,0.0006178057523201,143.5546875,-6.699694,5014.726,classical
106,0.26142845,0.08511142,0.033204652,0.0003487375,1372.6940993062535,70346.94920130284,1579.2369223413434,30066.93882077657,2737.930956351508,315620.1208271115,0.0729011836571925,0.0007319495308407,103.359375,-7.0937295,5666.98,classical
107,0.2765987,0.08750711,0.04087724,0.00077257794,1358.995444591676,130137.80497838274,1516.3581505261589,48187.99750916307,2668.2852831351506,515740.3745624665,0.0731270090148878,0.001149808365694,107.666015625,-6.872644,5632.487,classical
108,0.25473845,0.08422005,0.03403312,0.0004598889,1516.8489135098084,80412.81078890315,1629.4627807343495,36075.23665142061,2974.321560959252,308212.0642415699,0.0787779298385537,0.0006539050831439,135.99917763157896,-8.180758,5523.729,classical
109,0.27055803,0.08229594,0.023791904,0.00019983428,1216.3713862548866,121036.90483760231,1582.879625942507,72844.33023891032,2560.769150594548,691703.4337447325,0.0562467523443542,0.0007709239240588,129.19921875,-9.487705,7713.6724,classical
110,0.24494341,0.08505606,0.029499287,0.00040926272,1497.5036379557728,81910.23955770103,1570.6729372711245,45333.41833837481,2868.703947487674,345555.06596630136,0.0862173270736658,0.0008469351378666,103.359375,-9.216076,6268.8135,classical
111,0.24493822,0.08410964,0.021483667,7.8164754e-05,950.1801498123438,80312.85351151484,1112.6344318798565,62403.71929751222,1697.3176818989268,416013.82478962606,0.0607572173482211,0.0003951263455229,151.99908088235293,-10.28539,9118.025,classical
112,0.23563844,0.086914726,0.03139051,0.00061501586,1180.532489579889,123771.44024247317,1332.250312879052,62788.59855422373,2154.852450696056,547862.8868174664,0.0659625296065351,0.000739150558297,117.45383522727272,-9.849064,8194.004,classical
113,0.23210803,0.08334169,0.03170561,0.00068360555,1388.139265286428,217534.71061534173,1456.4228258038197,88809.32856314199,2598.66459043286,755828.8823767063,0.0808760664394818,0.0010074175093887,129.19921875,-10.251485,7553.836,classical
114,0.23404847,0.083629444,0.031600047,0.0005945741,1279.5154518760598,98367.11290488196,1370.6056325408842,48816.41830639646,2389.161345798289,385748.6340921838,0.0684507625193348,0.0005001499420313,143.5546875,-10.436884,6770.2236,classical
115,0.21663475,0.084120005,0.011428219,8.837648e-05,1371.4447397866718,111433.44383707397,1562.116207305448,63329.82595087848,2619.5566270301624,613560.7391780178,0.0757187137470997,0.0006384558782601,123.046875,-12.506905,11278.119,classical
116,0.21932109,0.08495256,0.008011807,1.776923e-05,1054.7328870469382,88050.7311845595,1455.7671649274855,49394.57472546325,1947.5391644612816,550116.7047024223,0.0476574584300077,0.000420828092786,99.38401442307692,-14.6783495,13026.084,classical
117,0.25638506,0.08608612,0.03735472,0.0010311595,1358.6023757855069,81212.50764950529,1417.3935040390415,80912.72521783205,2417.539209777407,488303.76180576935,0.0810788561001546,0.0002849721267205,117.45383522727272,-10.307672,6640.4126,classical
118,0.23902793,0.08464537,0.018675078,0.00031998163,1157.8655404410115,187695.9793692977,1320.6167047860254,148770.54654908978,2181.906347429669,928663.1966718658,0.0706663434116396,0.0008246041197945,129.19921875,-10.765464,9665.727,classical
